ELECCIO;ANY;NIVELL;AUTONOMIA;CODI PROVÍNCIA;PROVÍNCIA;CODI COMARCA;COMARCA;CODI MUNICIPI;MUNICIPI;CODI DISTRICTE;DISTRICTE;SIGLES;PARTIT;VOTS PARTITS;% VOTS / VÀLIDS;ESCONS;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;153;Omellons, els                           ;;;PFiV       ;Partit Família i Vida                             ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;153;Omellons, els                           ;;;PACMA      ;Partido Antitaurino contra el maltrato animal     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;153;Omellons, els                           ;;;Ei-ADD     ;Escons Insubmisos-Alt. dels Demòcrates Descontents;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;153;Omellons, els                           ;;;PUM+J      ;Por un Mundo Más Justo                            ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;169;Pobla de Cérvoles, la                   ;;;CiU        ;Convergència i Unió                               ;56;40,58;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;169;Pobla de Cérvoles, la                   ;;;PSC-CpC    ;PSC-Ciutadans pel Canvi                           ;39;28,26;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;169;Pobla de Cérvoles, la                   ;;;ERC        ;Esquerra Republicana de Catalunya                 ;23;16,67;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;169;Pobla de Cérvoles, la                   ;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;8;5,80;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;169;Pobla de Cérvoles, la                   ;;;Ei-ADD     ;Escons Insubmisos-Alt. dels Demòcrates Descontents;2;1,45;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;169;Pobla de Cérvoles, la                   ;;;PP         ;Partit Popular                                    ;2;1,45;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;169;Pobla de Cérvoles, la                   ;;;PUM+J      ;Por un Mundo Más Justo                            ;1;0,72;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;169;Pobla de Cérvoles, la                   ;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;1;0,72;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;169;Pobla de Cérvoles, la                   ;;;PFiV       ;Partit Família i Vida                             ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;169;Pobla de Cérvoles, la                   ;;;PACMA      ;Partido Antitaurino contra el maltrato animal     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;169;Pobla de Cérvoles, la                   ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;169;Pobla de Cérvoles, la                   ;;;POSI       ;Partit Obrer Socialista Internacionalista         ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;169;Pobla de Cérvoles, la                   ;;;AES-DN     ;Plataforma Adelante Cataluña (Alt.Española-DN)    ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;169;Pobla de Cérvoles, la                   ;;;IR-PRE     ;Izquierda Republicana-Partit Republicà d'Esquerra ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;169;Pobla de Cérvoles, la                   ;;;MSR        ;Movimiento Social Republicano                     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;169;Pobla de Cérvoles, la                   ;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;170;Bellaguarda                             ;;;CiU        ;Convergència i Unió                               ;100;53,48;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;170;Bellaguarda                             ;;;PSC-CpC    ;PSC-Ciutadans pel Canvi                           ;52;27,81;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;170;Bellaguarda                             ;;;ERC        ;Esquerra Republicana de Catalunya                 ;22;11,76;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;170;Bellaguarda                             ;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;6;3,21;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;170;Bellaguarda                             ;;;PP         ;Partit Popular                                    ;2;1,07;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;170;Bellaguarda                             ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;170;Bellaguarda                             ;;;POSI       ;Partit Obrer Socialista Internacionalista         ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;170;Bellaguarda                             ;;;AES-DN     ;Plataforma Adelante Cataluña (Alt.Española-DN)    ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;170;Bellaguarda                             ;;;IR-PRE     ;Izquierda Republicana-Partit Republicà d'Esquerra ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;170;Bellaguarda                             ;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;170;Bellaguarda                             ;;;MSR        ;Movimiento Social Republicano                     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;170;Bellaguarda                             ;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;170;Bellaguarda                             ;;;PFiV       ;Partit Família i Vida                             ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;170;Bellaguarda                             ;;;PACMA      ;Partido Antitaurino contra el maltrato animal     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;170;Bellaguarda                             ;;;Ei-ADD     ;Escons Insubmisos-Alt. dels Demòcrates Descontents;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;170;Bellaguarda                             ;;;PUM+J      ;Por un Mundo Más Justo                            ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;180;Puiggròs                                ;;;CiU        ;Convergència i Unió                               ;93;59,24;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;180;Puiggròs                                ;;;PSC-CpC    ;PSC-Ciutadans pel Canvi                           ;23;14,65;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;180;Puiggròs                                ;;;ERC        ;Esquerra Republicana de Catalunya                 ;17;10,83;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;180;Puiggròs                                ;;;PP         ;Partit Popular                                    ;10;6,37;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;180;Puiggròs                                ;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;6;3,82;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;180;Puiggròs                                ;;;Ei-ADD     ;Escons Insubmisos-Alt. dels Demòcrates Descontents;2;1,27;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;180;Puiggròs                                ;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;1;0,64;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;180;Puiggròs                                ;;;MSR        ;Movimiento Social Republicano                     ;1;0,64;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;180;Puiggròs                                ;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;1;0,64;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;180;Puiggròs                                ;;;PACMA      ;Partido Antitaurino contra el maltrato animal     ;1;0,64;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;180;Puiggròs                                ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;180;Puiggròs                                ;;;POSI       ;Partit Obrer Socialista Internacionalista         ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;180;Puiggròs                                ;;;AES-DN     ;Plataforma Adelante Cataluña (Alt.Española-DN)    ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;180;Puiggròs                                ;;;IR-PRE     ;Izquierda Republicana-Partit Republicà d'Esquerra ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;180;Puiggròs                                ;;;PFiV       ;Partit Família i Vida                             ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;180;Puiggròs                                ;;;PUM+J      ;Por un Mundo Más Justo                            ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;206;Soleràs, el                             ;;;CiU        ;Convergència i Unió                               ;119;50,42;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;206;Soleràs, el                             ;;;PSC-CpC    ;PSC-Ciutadans pel Canvi                           ;48;20,34;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;206;Soleràs, el                             ;;;ERC        ;Esquerra Republicana de Catalunya                 ;43;18,22;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;206;Soleràs, el                             ;;;PP         ;Partit Popular                                    ;13;5,51;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;206;Soleràs, el                             ;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;4;1,69;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;206;Soleràs, el                             ;;;POSI       ;Partit Obrer Socialista Internacionalista         ;1;0,42;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;206;Soleràs, el                             ;;;PFiV       ;Partit Família i Vida                             ;1;0,42;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;206;Soleràs, el                             ;;;PACMA      ;Partido Antitaurino contra el maltrato animal     ;1;0,42;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;206;Soleràs, el                             ;;;Ei-ADD     ;Escons Insubmisos-Alt. dels Demòcrates Descontents;1;0,42;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;206;Soleràs, el                             ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;206;Soleràs, el                             ;;;AES-DN     ;Plataforma Adelante Cataluña (Alt.Española-DN)    ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;206;Soleràs, el                             ;;;IR-PRE     ;Izquierda Republicana-Partit Republicà d'Esquerra ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;206;Soleràs, el                             ;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;206;Soleràs, el                             ;;;MSR        ;Movimiento Social Republicano                     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;206;Soleràs, el                             ;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;206;Soleràs, el                             ;;;PUM+J      ;Por un Mundo Más Justo                            ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;218;Tarrés                                  ;;;CiU        ;Convergència i Unió                               ;38;54,29;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;218;Tarrés                                  ;;;ERC        ;Esquerra Republicana de Catalunya                 ;14;20,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;218;Tarrés                                  ;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;9;12,86;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;218;Tarrés                                  ;;;PSC-CpC    ;PSC-Ciutadans pel Canvi                           ;5;7,14;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;218;Tarrés                                  ;;;PP         ;Partit Popular                                    ;3;4,29;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;218;Tarrés                                  ;;;POSI       ;Partit Obrer Socialista Internacionalista         ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;218;Tarrés                                  ;;;AES-DN     ;Plataforma Adelante Cataluña (Alt.Española-DN)    ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;218;Tarrés                                  ;;;IR-PRE     ;Izquierda Republicana-Partit Republicà d'Esquerra ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;218;Tarrés                                  ;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;218;Tarrés                                  ;;;MSR        ;Movimiento Social Republicano                     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;218;Tarrés                                  ;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;218;Tarrés                                  ;;;PFiV       ;Partit Família i Vida                             ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;218;Tarrés                                  ;;;PACMA      ;Partido Antitaurino contra el maltrato animal     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;218;Tarrés                                  ;;;Ei-ADD     ;Escons Insubmisos-Alt. dels Demòcrates Descontents;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;218;Tarrés                                  ;;;PUM+J      ;Por un Mundo Más Justo                            ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;218;Tarrés                                  ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;224;Torms, els                              ;;;CiU        ;Convergència i Unió                               ;61;51,69;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;224;Torms, els                              ;;;PSC-CpC    ;PSC-Ciutadans pel Canvi                           ;26;22,03;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;224;Torms, els                              ;;;ERC        ;Esquerra Republicana de Catalunya                 ;15;12,71;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;224;Torms, els                              ;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;9;7,63;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;224;Torms, els                              ;;;PP         ;Partit Popular                                    ;5;4,24;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;224;Torms, els                              ;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;1;0,85;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;224;Torms, els                              ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;224;Torms, els                              ;;;POSI       ;Partit Obrer Socialista Internacionalista         ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;224;Torms, els                              ;;;AES-DN     ;Plataforma Adelante Cataluña (Alt.Española-DN)    ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;224;Torms, els                              ;;;IR-PRE     ;Izquierda Republicana-Partit Republicà d'Esquerra ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;224;Torms, els                              ;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;224;Torms, els                              ;;;MSR        ;Movimiento Social Republicano                     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;224;Torms, els                              ;;;PFiV       ;Partit Família i Vida                             ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;224;Torms, els                              ;;;PACMA      ;Partido Antitaurino contra el maltrato animal     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;224;Torms, els                              ;;;Ei-ADD     ;Escons Insubmisos-Alt. dels Demòcrates Descontents;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;224;Torms, els                              ;;;PUM+J      ;Por un Mundo Más Justo                            ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;253;Vilosell, el                            ;;;CiU        ;Convergència i Unió                               ;70;50,36;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;253;Vilosell, el                            ;;;ERC        ;Esquerra Republicana de Catalunya                 ;35;25,18;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;253;Vilosell, el                            ;;;PSC-CpC    ;PSC-Ciutadans pel Canvi                           ;18;12,95;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;253;Vilosell, el                            ;;;PP         ;Partit Popular                                    ;9;6,47;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;253;Vilosell, el                            ;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;3;2,16;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;253;Vilosell, el                            ;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;2;1,44;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;253;Vilosell, el                            ;;;PACMA      ;Partido Antitaurino contra el maltrato animal     ;1;0,72;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;253;Vilosell, el                            ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;253;Vilosell, el                            ;;;POSI       ;Partit Obrer Socialista Internacionalista         ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;253;Vilosell, el                            ;;;AES-DN     ;Plataforma Adelante Cataluña (Alt.Española-DN)    ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;253;Vilosell, el                            ;;;IR-PRE     ;Izquierda Republicana-Partit Republicà d'Esquerra ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;253;Vilosell, el                            ;;;MSR        ;Movimiento Social Republicano                     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;253;Vilosell, el                            ;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;253;Vilosell, el                            ;;;PFiV       ;Partit Família i Vida                             ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;253;Vilosell, el                            ;;;Ei-ADD     ;Escons Insubmisos-Alt. dels Demòcrates Descontents;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;253;Vilosell, el                            ;;;PUM+J      ;Por un Mundo Más Justo                            ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;255;Vinaixa                                 ;;;CiU        ;Convergència i Unió                               ;142;41,52;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;255;Vinaixa                                 ;;;PSC-CpC    ;PSC-Ciutadans pel Canvi                           ;73;21,35;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;255;Vinaixa                                 ;;;ERC        ;Esquerra Republicana de Catalunya                 ;66;19,30;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;255;Vinaixa                                 ;;;PP         ;Partit Popular                                    ;32;9,36;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;255;Vinaixa                                 ;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;19;5,56;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;255;Vinaixa                                 ;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;4;1,17;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;255;Vinaixa                                 ;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;2;0,58;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;255;Vinaixa                                 ;;;PACMA      ;Partido Antitaurino contra el maltrato animal     ;2;0,58;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;255;Vinaixa                                 ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;255;Vinaixa                                 ;;;POSI       ;Partit Obrer Socialista Internacionalista         ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;255;Vinaixa                                 ;;;AES-DN     ;Plataforma Adelante Cataluña (Alt.Española-DN)    ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;255;Vinaixa                                 ;;;IR-PRE     ;Izquierda Republicana-Partit Republicà d'Esquerra ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;255;Vinaixa                                 ;;;MSR        ;Movimiento Social Republicano                     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;255;Vinaixa                                 ;;;PFiV       ;Partit Família i Vida                             ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;255;Vinaixa                                 ;;;Ei-ADD     ;Escons Insubmisos-Alt. dels Demòcrates Descontents;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;255;Vinaixa                                 ;;;PUM+J      ;Por un Mundo Más Justo                            ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;2;Àger                                    ;;;CiU        ;Convergència i Unió                               ;136;46,42;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;2;Àger                                    ;;;ERC        ;Esquerra Republicana de Catalunya                 ;57;19,45;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;2;Àger                                    ;;;PSC-CpC    ;PSC-Ciutadans pel Canvi                           ;49;16,72;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;2;Àger                                    ;;;PP         ;Partit Popular                                    ;24;8,19;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;2;Àger                                    ;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;20;6,83;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;2;Àger                                    ;;;PACMA      ;Partido Antitaurino contra el maltrato animal     ;1;0,34;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;2;Àger                                    ;;;PUM+J      ;Por un Mundo Más Justo                            ;1;0,34;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;2;Àger                                    ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;2;Àger                                    ;;;POSI       ;Partit Obrer Socialista Internacionalista         ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;2;Àger                                    ;;;AES-DN     ;Plataforma Adelante Cataluña (Alt.Española-DN)    ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;2;Àger                                    ;;;IR-PRE     ;Izquierda Republicana-Partit Republicà d'Esquerra ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;2;Àger                                    ;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;2;Àger                                    ;;;MSR        ;Movimiento Social Republicano                     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;2;Àger                                    ;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;2;Àger                                    ;;;PFiV       ;Partit Família i Vida                             ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;2;Àger                                    ;;;Ei-ADD     ;Escons Insubmisos-Alt. dels Demòcrates Descontents;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;8;Albesa                                  ;;;CiU        ;Convergència i Unió                               ;402;51,54;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;8;Albesa                                  ;;;ERC        ;Esquerra Republicana de Catalunya                 ;133;17,05;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;8;Albesa                                  ;;;PP         ;Partit Popular                                    ;95;12,18;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;8;Albesa                                  ;;;PSC-CpC    ;PSC-Ciutadans pel Canvi                           ;82;10,51;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;8;Albesa                                  ;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;29;3,72;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;8;Albesa                                  ;;;IR-PRE     ;Izquierda Republicana-Partit Republicà d'Esquerra ;4;0,51;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;8;Albesa                                  ;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;4;0,51;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;8;Albesa                                  ;;;POSI       ;Partit Obrer Socialista Internacionalista         ;2;0,26;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;8;Albesa                                  ;;;PACMA      ;Partido Antitaurino contra el maltrato animal     ;2;0,26;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;8;Albesa                                  ;;;PH         ;Partit Humanista de Catalunya                     ;1;0,13;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;8;Albesa                                  ;;;AES-DN     ;Plataforma Adelante Cataluña (Alt.Española-DN)    ;1;0,13;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;8;Albesa                                  ;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;1;0,13;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;8;Albesa                                  ;;;PFiV       ;Partit Família i Vida                             ;1;0,13;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;8;Albesa                                  ;;;Ei-ADD     ;Escons Insubmisos-Alt. dels Demòcrates Descontents;1;0,13;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;8;Albesa                                  ;;;MSR        ;Movimiento Social Republicano                     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;8;Albesa                                  ;;;PUM+J      ;Por un Mundo Más Justo                            ;0;0,00;0;
