ELECCIO;ANY;NIVELL;AUTONOMIA;CODI PROVÍNCIA;PROVÍNCIA;CODI COMARCA;COMARCA;CODI MUNICIPI;MUNICIPI;CODI DISTRICTE;DISTRICTE;SIGLES;PARTIT;VOTS PARTITS;% VOTS / VÀLIDS;ESCONS;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;15;Algerri                                 ;;;CiU        ;Convergència i Unió                               ;134;45,27;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;15;Algerri                                 ;;;ERC        ;Esquerra Republicana de Catalunya                 ;69;23,31;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;15;Algerri                                 ;;;PSC-CpC    ;PSC-Ciutadans pel Canvi                           ;53;17,91;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;15;Algerri                                 ;;;PP         ;Partit Popular                                    ;18;6,08;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;15;Algerri                                 ;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;13;4,39;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;15;Algerri                                 ;;;PH         ;Partit Humanista de Catalunya                     ;1;0,34;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;15;Algerri                                 ;;;AES-DN     ;Plataforma Adelante Cataluña (Alt.Española-DN)    ;1;0,34;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;15;Algerri                                 ;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;1;0,34;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;15;Algerri                                 ;;;PACMA      ;Partido Antitaurino contra el maltrato animal     ;1;0,34;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;15;Algerri                                 ;;;POSI       ;Partit Obrer Socialista Internacionalista         ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;15;Algerri                                 ;;;IR-PRE     ;Izquierda Republicana-Partit Republicà d'Esquerra ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;15;Algerri                                 ;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;15;Algerri                                 ;;;MSR        ;Movimiento Social Republicano                     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;15;Algerri                                 ;;;PFiV       ;Partit Família i Vida                             ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;15;Algerri                                 ;;;Ei-ADD     ;Escons Insubmisos-Alt. dels Demòcrates Descontents;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;15;Algerri                                 ;;;PUM+J      ;Por un Mundo Más Justo                            ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;22;Alòs de Balaguer                        ;;;CiU        ;Convergència i Unió                               ;77;68,75;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;22;Alòs de Balaguer                        ;;;ERC        ;Esquerra Republicana de Catalunya                 ;15;13,39;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;22;Alòs de Balaguer                        ;;;PSC-CpC    ;PSC-Ciutadans pel Canvi                           ;7;6,25;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;22;Alòs de Balaguer                        ;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;7;6,25;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;22;Alòs de Balaguer                        ;;;PP         ;Partit Popular                                    ;1;0,89;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;22;Alòs de Balaguer                        ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;22;Alòs de Balaguer                        ;;;POSI       ;Partit Obrer Socialista Internacionalista         ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;22;Alòs de Balaguer                        ;;;AES-DN     ;Plataforma Adelante Cataluña (Alt.Española-DN)    ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;22;Alòs de Balaguer                        ;;;IR-PRE     ;Izquierda Republicana-Partit Republicà d'Esquerra ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;22;Alòs de Balaguer                        ;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;22;Alòs de Balaguer                        ;;;MSR        ;Movimiento Social Republicano                     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;22;Alòs de Balaguer                        ;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;22;Alòs de Balaguer                        ;;;PFiV       ;Partit Família i Vida                             ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;22;Alòs de Balaguer                        ;;;PACMA      ;Partido Antitaurino contra el maltrato animal     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;22;Alòs de Balaguer                        ;;;Ei-ADD     ;Escons Insubmisos-Alt. dels Demòcrates Descontents;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;22;Alòs de Balaguer                        ;;;PUM+J      ;Por un Mundo Más Justo                            ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;34;Artesa de Segre                         ;;;CiU        ;Convergència i Unió                               ;758;47,26;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;34;Artesa de Segre                         ;;;ERC        ;Esquerra Republicana de Catalunya                 ;404;25,19;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;34;Artesa de Segre                         ;;;PSC-CpC    ;PSC-Ciutadans pel Canvi                           ;231;14,40;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;34;Artesa de Segre                         ;;;PP         ;Partit Popular                                    ;112;6,98;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;34;Artesa de Segre                         ;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;41;2,56;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;34;Artesa de Segre                         ;;;POSI       ;Partit Obrer Socialista Internacionalista         ;4;0,25;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;34;Artesa de Segre                         ;;;PFiV       ;Partit Família i Vida                             ;3;0,19;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;34;Artesa de Segre                         ;;;PH         ;Partit Humanista de Catalunya                     ;2;0,12;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;34;Artesa de Segre                         ;;;IR-PRE     ;Izquierda Republicana-Partit Republicà d'Esquerra ;2;0,12;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;34;Artesa de Segre                         ;;;PACMA      ;Partido Antitaurino contra el maltrato animal     ;2;0,12;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;34;Artesa de Segre                         ;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;1;0,06;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;34;Artesa de Segre                         ;;;Ei-ADD     ;Escons Insubmisos-Alt. dels Demòcrates Descontents;1;0,06;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;34;Artesa de Segre                         ;;;PUM+J      ;Por un Mundo Más Justo                            ;1;0,06;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;34;Artesa de Segre                         ;;;AES-DN     ;Plataforma Adelante Cataluña (Alt.Española-DN)    ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;34;Artesa de Segre                         ;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;34;Artesa de Segre                         ;;;MSR        ;Movimiento Social Republicano                     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;35;Sentiu de Sió, la                       ;;;CiU        ;Convergència i Unió                               ;117;42,55;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;35;Sentiu de Sió, la                       ;;;ERC        ;Esquerra Republicana de Catalunya                 ;57;20,73;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;35;Sentiu de Sió, la                       ;;;PSC-CpC    ;PSC-Ciutadans pel Canvi                           ;48;17,45;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;35;Sentiu de Sió, la                       ;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;22;8,00;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;35;Sentiu de Sió, la                       ;;;PP         ;Partit Popular                                    ;16;5,82;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;35;Sentiu de Sió, la                       ;;;POSI       ;Partit Obrer Socialista Internacionalista         ;2;0,73;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;35;Sentiu de Sió, la                       ;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;2;0,73;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;35;Sentiu de Sió, la                       ;;;PFiV       ;Partit Família i Vida                             ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;35;Sentiu de Sió, la                       ;;;PACMA      ;Partido Antitaurino contra el maltrato animal     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;35;Sentiu de Sió, la                       ;;;Ei-ADD     ;Escons Insubmisos-Alt. dels Demòcrates Descontents;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;23;Noguera                       ;35;Sentiu de Sió, la                       ;;;PUM+J      ;Por un Mundo Más Justo                            ;0;0,00;0;
