ELECCIO;ANY;NIVELL;AUTONOMIA;CODI PROVÍNCIA;PROVÍNCIA;CODI COMARCA;COMARCA;CODI MUNICIPI;MUNICIPI;CODI DISTRICTE;NOM;SIGLES;PARTIT;VOTS PARTITS;% VOTS / VÀLIDS;ESCONS
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;74;Fortià;;;PACMA;Partit Antitaurí Contra el Maltractament Animal;3;1,04;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;74;Fortià;;;RI.cat;Reagrupament Independentista;2;0,69;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;74;Fortià;;;Eb-CenB;Escons en blanc-Ciudadanos en Blanco;1;0,35;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;74;Fortià;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;1;0,35;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;74;Fortià;;;GLBTH/TSI;P.Gay, Lésbico, Bisexual, Transexual i Heterosexual;1;0,35;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;74;Fortià;;;DES DE BAIX;Des de Baix;0;0,00;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;74;Fortià;;;EV-GVE      ;Els Verds - Grup Verd Europeu                     ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;74;Fortià;;;MSR        ;Movimiento Social Republicano                     ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;74;Fortià;;;PDR.CAT;Pagesos per la Dignitat Rural Catalana;0;0,00;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;74;Fortià;;;PDLPEA     ;Partido de los Pensionistas en Acción             ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;74;Fortià;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;74;Fortià;;;PFiV       ;Partit Família i Vida                             ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;74;Fortià;;;PIRATA.CAT;Pirates de Catalunya;0;0,00;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;74;Fortià;;;U.C.E.     ;Unificació Comunista d'Espanya                    ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;74;Fortià;;;UPyD;Unión, Progreso y Democracia;0;0,00;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;74;Fortià;;;POSI       ;Partit Obrer Socialista Internacionalista         ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;75;Garrigàs;;;CiU        ;Convergència i Unió                               ;122;57,82;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;75;Garrigàs;;;ERC        ;Esquerra Republicana de Catalunya                 ;19;9,00;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;75;Garrigàs;;;PP         ;Partit Popular                                    ;10;4,74;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;75;Garrigàs;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;9;4,27;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;75;Garrigàs;;;RI.cat;Reagrupament Independentista;8;3,79;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;75;Garrigàs;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;7;3,32;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;75;Garrigàs;;;Eb-CenB;Escons en blanc-Ciudadanos en Blanco;6;2,84;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;75;Garrigàs;;;SI;Solidaritat Catalana per la Independència;6;2,84;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;75;Garrigàs;;;PxC        ;Plataforma per Catalunya                          ;5;2,37;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;75;Garrigàs;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;4;1,90;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;75;Garrigàs;;;EV-GVE      ;Els Verds - Grup Verd Europeu                     ;2;0,95;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;75;Garrigàs;;;DES DE BAIX;Des de Baix;1;0,47;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;75;Garrigàs;;;PACMA;Partit Antitaurí Contra el Maltractament Animal;1;0,47;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;75;Garrigàs;;;PDR.CAT;Pagesos per la Dignitat Rural Catalana;1;0,47;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;75;Garrigàs;;;PDLPEA     ;Partido de los Pensionistas en Acción             ;1;0,47;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;75;Garrigàs;;;PIRATA.CAT;Pirates de Catalunya;1;0,47;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;75;Garrigàs;;;CORI;Coordinadora Reusenca Independent;0;0,00;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;75;Garrigàs;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;75;Garrigàs;;;MSR        ;Movimiento Social Republicano                     ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;75;Garrigàs;;;GLBTH/TSI;P.Gay, Lésbico, Bisexual, Transexual i Heterosexual;0;0,00;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;75;Garrigàs;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;75;Garrigàs;;;PFiV       ;Partit Família i Vida                             ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;75;Garrigàs;;;PRE-IR;Partit Republicà d'Esquerra-Izquierda Republicana;0;0,00;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;75;Garrigàs;;;U.C.E.     ;Unificació Comunista d'Espanya                    ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;75;Garrigàs;;;UPyD;Unión, Progreso y Democracia;0;0,00;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;75;Garrigàs;;;POSI       ;Partit Obrer Socialista Internacionalista         ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;76;Garrigoles;;;CiU        ;Convergència i Unió                               ;28;38,89;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;76;Garrigoles;;;ERC        ;Esquerra Republicana de Catalunya                 ;8;11,11;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;76;Garrigoles;;;RI.cat;Reagrupament Independentista;7;9,72;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;76;Garrigoles;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;5;6,94;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;76;Garrigoles;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;4;5,56;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;76;Garrigoles;;;PIRATA.CAT;Pirates de Catalunya;3;4,17;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;76;Garrigoles;;;PxC        ;Plataforma per Catalunya                          ;2;2,78;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;76;Garrigoles;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;1;1,39;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;76;Garrigoles;;;CORI;Coordinadora Reusenca Independent;1;1,39;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;76;Garrigoles;;;DES DE BAIX;Des de Baix;1;1,39;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;76;Garrigoles;;;EV-GVE      ;Els Verds - Grup Verd Europeu                     ;1;1,39;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;76;Garrigoles;;;Eb-CenB;Escons en blanc-Ciudadanos en Blanco;1;1,39;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;76;Garrigoles;;;PACMA;Partit Antitaurí Contra el Maltractament Animal;1;1,39;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;76;Garrigoles;;;PDR.CAT;Pagesos per la Dignitat Rural Catalana;1;1,39;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;76;Garrigoles;;;PDLPEA     ;Partido de los Pensionistas en Acción             ;1;1,39;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;76;Garrigoles;;;PP         ;Partit Popular                                    ;1;1,39;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;76;Garrigoles;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;76;Garrigoles;;;MSR        ;Movimiento Social Republicano                     ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;76;Garrigoles;;;GLBTH/TSI;P.Gay, Lésbico, Bisexual, Transexual i Heterosexual;0;0,00;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;76;Garrigoles;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;76;Garrigoles;;;PFiV       ;Partit Família i Vida                             ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;76;Garrigoles;;;PRE-IR;Partit Republicà d'Esquerra-Izquierda Republicana;0;0,00;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;76;Garrigoles;;;SI;Solidaritat Catalana per la Independència;0;0,00;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;76;Garrigoles;;;U.C.E.     ;Unificació Comunista d'Espanya                    ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;76;Garrigoles;;;UPyD;Unión, Progreso y Democracia;0;0,00;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;76;Garrigoles;;;POSI       ;Partit Obrer Socialista Internacionalista         ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;77;Garriguella;;;CiU        ;Convergència i Unió                               ;169;46,17;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;77;Garriguella;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;52;14,21;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;77;Garriguella;;;ERC        ;Esquerra Republicana de Catalunya                 ;42;11,48;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;77;Garriguella;;;SI;Solidaritat Catalana per la Independència;25;6,83;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;77;Garriguella;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;24;6,56;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;77;Garriguella;;;PP         ;Partit Popular                                    ;20;5,46;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;77;Garriguella;;;PxC        ;Plataforma per Catalunya                          ;10;2,73;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;77;Garriguella;;;RI.cat;Reagrupament Independentista;10;2,73;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;77;Garriguella;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;3;0,82;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;77;Garriguella;;;EV-GVE      ;Els Verds - Grup Verd Europeu                     ;3;0,82;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;77;Garriguella;;;CORI;Coordinadora Reusenca Independent;1;0,27;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;77;Garriguella;;;DES DE BAIX;Des de Baix;1;0,27;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;77;Garriguella;;;Eb-CenB;Escons en blanc-Ciudadanos en Blanco;1;0,27;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;77;Garriguella;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;1;0,27;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;77;Garriguella;;;PRE-IR;Partit Republicà d'Esquerra-Izquierda Republicana;1;0,27;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;77;Garriguella;;;MSR        ;Movimiento Social Republicano                     ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;77;Garriguella;;;PACMA;Partit Antitaurí Contra el Maltractament Animal;0;0,00;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;77;Garriguella;;;PDR.CAT;Pagesos per la Dignitat Rural Catalana;0;0,00;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;77;Garriguella;;;PDLPEA     ;Partido de los Pensionistas en Acción             ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;77;Garriguella;;;GLBTH/TSI;P.Gay, Lésbico, Bisexual, Transexual i Heterosexual;0;0,00;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;77;Garriguella;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;77;Garriguella;;;PFiV       ;Partit Família i Vida                             ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;77;Garriguella;;;PIRATA.CAT;Pirates de Catalunya;0;0,00;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;77;Garriguella;;;U.C.E.     ;Unificació Comunista d'Espanya                    ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;77;Garriguella;;;UPyD;Unión, Progreso y Democracia;0;0,00;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;77;Garriguella;;;POSI       ;Partit Obrer Socialista Internacionalista         ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;78;Ger;;;CiU        ;Convergència i Unió                               ;151;60,89;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;78;Ger;;;ERC        ;Esquerra Republicana de Catalunya                 ;26;10,48;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;78;Ger;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;16;6,45;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;78;Ger;;;SI;Solidaritat Catalana per la Independència;15;6,05;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;78;Ger;;;RI.cat;Reagrupament Independentista;14;5,65;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;78;Ger;;;PP         ;Partit Popular                                    ;9;3,63;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;78;Ger;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;5;2,02;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;78;Ger;;;EV-GVE      ;Els Verds - Grup Verd Europeu                     ;2;0,81;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;78;Ger;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;1;0,40;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;78;Ger;;;PDR.CAT;Pagesos per la Dignitat Rural Catalana;1;0,40;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;78;Ger;;;CORI;Coordinadora Reusenca Independent;0;0,00;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;78;Ger;;;DES DE BAIX;Des de Baix;0;0,00;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;78;Ger;;;Eb-CenB;Escons en blanc-Ciudadanos en Blanco;0;0,00;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;78;Ger;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;78;Ger;;;MSR        ;Movimiento Social Republicano                     ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;78;Ger;;;PACMA;Partit Antitaurí Contra el Maltractament Animal;0;0,00;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;78;Ger;;;PDLPEA     ;Partido de los Pensionistas en Acción             ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;78;Ger;;;GLBTH/TSI;P.Gay, Lésbico, Bisexual, Transexual i Heterosexual;0;0,00;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;78;Ger;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;78;Ger;;;PFiV       ;Partit Família i Vida                             ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;78;Ger;;;PRE-IR;Partit Republicà d'Esquerra-Izquierda Republicana;0;0,00;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;78;Ger;;;PIRATA.CAT;Pirates de Catalunya;0;0,00;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;78;Ger;;;PxC        ;Plataforma per Catalunya                          ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;78;Ger;;;U.C.E.     ;Unificació Comunista d'Espanya                    ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;78;Ger;;;UPyD;Unión, Progreso y Democracia;0;0,00;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;78;Ger;;;POSI       ;Partit Obrer Socialista Internacionalista         ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;79;Girona;;;CiU        ;Convergència i Unió                               ;15.734;40,58;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;79;Girona;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;5.812;14,99;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;79;Girona;;;PP         ;Partit Popular                                    ;3.831;9,88;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;79;Girona;;;ERC        ;Esquerra Republicana de Catalunya                 ;3.348;8,63;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;79;Girona;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;2.110;5,44;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;79;Girona;;;SI;Solidaritat Catalana per la Independència;2.082;5,37;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;79;Girona;;;RI.cat;Reagrupament Independentista;1.638;4,22;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;79;Girona;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;840;2,17;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;79;Girona;;;PxC        ;Plataforma per Catalunya                          ;613;1,58;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;79;Girona;;;Eb-CenB;Escons en blanc-Ciudadanos en Blanco;435;1,12;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;79;Girona;;;EV-GVE      ;Els Verds - Grup Verd Europeu                     ;231;0,60;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;79;Girona;;;DES DE BAIX;Des de Baix;189;0,49;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;79;Girona;;;PACMA;Partit Antitaurí Contra el Maltractament Animal;176;0,45;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;79;Girona;;;PDR.CAT;Pagesos per la Dignitat Rural Catalana;120;0,31;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;79;Girona;;;PIRATA.CAT;Pirates de Catalunya;119;0,31;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;79;Girona;;;UPyD;Unión, Progreso y Democracia;82;0,21;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;79;Girona;;;PDLPEA     ;Partido de los Pensionistas en Acción             ;45;0,12;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;79;Girona;;;PFiV       ;Partit Família i Vida                             ;42;0,11;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;79;Girona;;;GLBTH/TSI;P.Gay, Lésbico, Bisexual, Transexual i Heterosexual;34;0,09;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;79;Girona;;;PRE-IR;Partit Republicà d'Esquerra-Izquierda Republicana;31;0,08;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;79;Girona;;;CORI;Coordinadora Reusenca Independent;29;0,07;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;79;Girona;;;POSI       ;Partit Obrer Socialista Internacionalista         ;24;0,06;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;79;Girona;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;22;0,06;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;79;Girona;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;19;0,05;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;79;Girona;;;MSR        ;Movimiento Social Republicano                     ;6;0,02;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;79;Girona;;;U.C.E.     ;Unificació Comunista d'Espanya                    ;4;0,01;0
A;2010;MU;Catalunya;17;Girona;31;Ripollès;80;Gombrèn;;;CiU        ;Convergència i Unió                               ;59;59,00;0
A;2010;MU;Catalunya;17;Girona;31;Ripollès;80;Gombrèn;;;ERC        ;Esquerra Republicana de Catalunya                 ;14;14,00;0
A;2010;MU;Catalunya;17;Girona;31;Ripollès;80;Gombrèn;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;8;8,00;0
A;2010;MU;Catalunya;17;Girona;31;Ripollès;80;Gombrèn;;;PP         ;Partit Popular                                    ;8;8,00;0
A;2010;MU;Catalunya;17;Girona;31;Ripollès;80;Gombrèn;;;SI;Solidaritat Catalana per la Independència;4;4,00;0
A;2010;MU;Catalunya;17;Girona;31;Ripollès;80;Gombrèn;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;2;2,00;0
A;2010;MU;Catalunya;17;Girona;31;Ripollès;80;Gombrèn;;;RI.cat;Reagrupament Independentista;2;2,00;0
A;2010;MU;Catalunya;17;Girona;31;Ripollès;80;Gombrèn;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;31;Ripollès;80;Gombrèn;;;CORI;Coordinadora Reusenca Independent;0;0,00;0
A;2010;MU;Catalunya;17;Girona;31;Ripollès;80;Gombrèn;;;DES DE BAIX;Des de Baix;0;0,00;0
A;2010;MU;Catalunya;17;Girona;31;Ripollès;80;Gombrèn;;;EV-GVE      ;Els Verds - Grup Verd Europeu                     ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;31;Ripollès;80;Gombrèn;;;Eb-CenB;Escons en blanc-Ciudadanos en Blanco;0;0,00;0
A;2010;MU;Catalunya;17;Girona;31;Ripollès;80;Gombrèn;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;31;Ripollès;80;Gombrèn;;;MSR        ;Movimiento Social Republicano                     ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;31;Ripollès;80;Gombrèn;;;PACMA;Partit Antitaurí Contra el Maltractament Animal;0;0,00;0
A;2010;MU;Catalunya;17;Girona;31;Ripollès;80;Gombrèn;;;PDR.CAT;Pagesos per la Dignitat Rural Catalana;0;0,00;0
A;2010;MU;Catalunya;17;Girona;31;Ripollès;80;Gombrèn;;;PDLPEA     ;Partido de los Pensionistas en Acción             ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;31;Ripollès;80;Gombrèn;;;GLBTH/TSI;P.Gay, Lésbico, Bisexual, Transexual i Heterosexual;0;0,00;0
A;2010;MU;Catalunya;17;Girona;31;Ripollès;80;Gombrèn;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;31;Ripollès;80;Gombrèn;;;PFiV       ;Partit Família i Vida                             ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;31;Ripollès;80;Gombrèn;;;PRE-IR;Partit Republicà d'Esquerra-Izquierda Republicana;0;0,00;0
A;2010;MU;Catalunya;17;Girona;31;Ripollès;80;Gombrèn;;;PIRATA.CAT;Pirates de Catalunya;0;0,00;0
A;2010;MU;Catalunya;17;Girona;31;Ripollès;80;Gombrèn;;;PxC        ;Plataforma per Catalunya                          ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;31;Ripollès;80;Gombrèn;;;U.C.E.     ;Unificació Comunista d'Espanya                    ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;31;Ripollès;80;Gombrèn;;;UPyD;Unión, Progreso y Democracia;0;0,00;0
A;2010;MU;Catalunya;17;Girona;31;Ripollès;80;Gombrèn;;;POSI       ;Partit Obrer Socialista Internacionalista         ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;81;Gualta;;;CiU        ;Convergència i Unió                               ;95;58,64;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;81;Gualta;;;ERC        ;Esquerra Republicana de Catalunya                 ;16;9,88;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;81;Gualta;;;SI;Solidaritat Catalana per la Independència;11;6,79;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;81;Gualta;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;10;6,17;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;81;Gualta;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;7;4,32;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;81;Gualta;;;PP         ;Partit Popular                                    ;7;4,32;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;81;Gualta;;;RI.cat;Reagrupament Independentista;5;3,09;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;81;Gualta;;;PxC        ;Plataforma per Catalunya                          ;3;1,85;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;81;Gualta;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;1;0,62;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;81;Gualta;;;CORI;Coordinadora Reusenca Independent;1;0,62;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;81;Gualta;;;PDR.CAT;Pagesos per la Dignitat Rural Catalana;1;0,62;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;81;Gualta;;;DES DE BAIX;Des de Baix;0;0,00;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;81;Gualta;;;EV-GVE      ;Els Verds - Grup Verd Europeu                     ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;81;Gualta;;;Eb-CenB;Escons en blanc-Ciudadanos en Blanco;0;0,00;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;81;Gualta;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;81;Gualta;;;MSR        ;Movimiento Social Republicano                     ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;81;Gualta;;;PACMA;Partit Antitaurí Contra el Maltractament Animal;0;0,00;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;81;Gualta;;;PDLPEA     ;Partido de los Pensionistas en Acción             ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;81;Gualta;;;GLBTH/TSI;P.Gay, Lésbico, Bisexual, Transexual i Heterosexual;0;0,00;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;81;Gualta;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;0;0,00;0
