ELECCIO;ANY;NIVELL;AUTONOMIA;CODI PROVÍNCIA;PROVÍNCIA;CODI COMARCA;COMARCA;CODI MUNICIPI;MUNICIPI;CODI DISTRICTE;NOM;SIGLES;PARTIT;VOTS PARTITS;% VOTS / VÀLIDS;ESCONS
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;68;Godall;;;GLBTH/TSI;P.Gay, Lésbico, Bisexual, Transexual i Heterosexual;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;68;Godall;;;POSI       ;Partit Obrer Socialista Internacionalista         ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;68;Godall;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;68;Godall;;;PFiV       ;Partit Família i Vida                             ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;68;Godall;;;PRE-IR;Partit Republicà d'Esquerra-Izquierda Republicana;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;68;Godall;;;PIRATA.CAT;Pirates de Catalunya;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;68;Godall;;;PUM+J      ;Por un Mundo Más Justo                            ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;68;Godall;;;RI.cat;Reagrupament Independentista;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;68;Godall;;;SAIn       ;Solidaridad y Autogestión Internacionalista       ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;68;Godall;;;UPyD;Unión, Progreso y Democracia;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;22;Montsià;68;Godall;;;U.C.E.     ;Unificació Comunista d'Espanya                    ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;69;Gratallops;;;CiU        ;Convergència i Unió                               ;43;28,67;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;69;Gratallops;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;23;15,33;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;69;Gratallops;;;SI;Solidaritat Catalana per la Independència;18;12,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;69;Gratallops;;;PP         ;Partit Popular                                    ;18;12,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;69;Gratallops;;;ERC        ;Esquerra Republicana de Catalunya                 ;16;10,67;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;69;Gratallops;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;10;6,67;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;69;Gratallops;;;SAIn       ;Solidaridad y Autogestión Internacionalista       ;3;2,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;69;Gratallops;;;EV-GVE      ;Els Verds - Grup Verd Europeu                     ;2;1,33;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;69;Gratallops;;;Eb-CenB;Escons en blanc-Ciudadanos en Blanco;2;1,33;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;69;Gratallops;;;PxC        ;Plataforma per Catalunya                          ;2;1,33;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;69;Gratallops;;;RI.cat;Reagrupament Independentista;2;1,33;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;69;Gratallops;;;CORI;Coordinadora Reusenca Independent;1;0,67;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;69;Gratallops;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;1;0,67;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;69;Gratallops;;;UPyD;Unión, Progreso y Democracia;1;0,67;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;69;Gratallops;;;ALS;Alternativa Liberal Social;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;69;Gratallops;;;CDS;Centro Democràtico y Social;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;69;Gratallops;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;69;Gratallops;;;DW;DemocraticaWeb;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;69;Gratallops;;;DES DE BAIX;Des de Baix;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;69;Gratallops;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;69;Gratallops;;;MSR        ;Movimiento Social Republicano                     ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;69;Gratallops;;;PACMA;Partit Antitaurí Contra el Maltractament Animal;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;69;Gratallops;;;PDLPEA     ;Partido de los Pensionistas en Acción             ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;69;Gratallops;;;GLBTH/TSI;P.Gay, Lésbico, Bisexual, Transexual i Heterosexual;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;69;Gratallops;;;POSI       ;Partit Obrer Socialista Internacionalista         ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;69;Gratallops;;;PFiV       ;Partit Família i Vida                             ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;69;Gratallops;;;PRE-IR;Partit Republicà d'Esquerra-Izquierda Republicana;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;69;Gratallops;;;PIRATA.CAT;Pirates de Catalunya;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;69;Gratallops;;;PUM+J      ;Por un Mundo Más Justo                            ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;69;Gratallops;;;U.C.E.     ;Unificació Comunista d'Espanya                    ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;70;Guiamets, els;;;CiU        ;Convergència i Unió                               ;61;30,05;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;70;Guiamets, els;;;ERC        ;Esquerra Republicana de Catalunya                 ;31;15,27;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;70;Guiamets, els;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;28;13,79;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;70;Guiamets, els;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;21;10,34;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;70;Guiamets, els;;;PP         ;Partit Popular                                    ;19;9,36;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;70;Guiamets, els;;;SI;Solidaritat Catalana per la Independència;17;8,37;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;70;Guiamets, els;;;Eb-CenB;Escons en blanc-Ciudadanos en Blanco;4;1,97;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;70;Guiamets, els;;;RI.cat;Reagrupament Independentista;3;1,48;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;70;Guiamets, els;;;ALS;Alternativa Liberal Social;1;0,49;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;70;Guiamets, els;;;CORI;Coordinadora Reusenca Independent;1;0,49;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;70;Guiamets, els;;;DES DE BAIX;Des de Baix;1;0,49;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;70;Guiamets, els;;;EV-GVE      ;Els Verds - Grup Verd Europeu                     ;1;0,49;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;70;Guiamets, els;;;PACMA;Partit Antitaurí Contra el Maltractament Animal;1;0,49;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;70;Guiamets, els;;;PFiV       ;Partit Família i Vida                             ;1;0,49;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;70;Guiamets, els;;;PIRATA.CAT;Pirates de Catalunya;1;0,49;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;70;Guiamets, els;;;CDS;Centro Democràtico y Social;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;70;Guiamets, els;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;70;Guiamets, els;;;DW;DemocraticaWeb;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;70;Guiamets, els;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;70;Guiamets, els;;;MSR        ;Movimiento Social Republicano                     ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;70;Guiamets, els;;;PDLPEA     ;Partido de los Pensionistas en Acción             ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;70;Guiamets, els;;;GLBTH/TSI;P.Gay, Lésbico, Bisexual, Transexual i Heterosexual;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;70;Guiamets, els;;;POSI       ;Partit Obrer Socialista Internacionalista         ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;70;Guiamets, els;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;70;Guiamets, els;;;PRE-IR;Partit Republicà d'Esquerra-Izquierda Republicana;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;70;Guiamets, els;;;PxC        ;Plataforma per Catalunya                          ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;70;Guiamets, els;;;PUM+J      ;Por un Mundo Más Justo                            ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;70;Guiamets, els;;;SAIn       ;Solidaridad y Autogestión Internacionalista       ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;70;Guiamets, els;;;UPyD;Unión, Progreso y Democracia;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;70;Guiamets, els;;;U.C.E.     ;Unificació Comunista d'Espanya                    ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;71;Horta de Sant Joan;;;CiU        ;Convergència i Unió                               ;378;56,50;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;71;Horta de Sant Joan;;;PP         ;Partit Popular                                    ;77;11,51;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;71;Horta de Sant Joan;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;74;11,06;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;71;Horta de Sant Joan;;;ERC        ;Esquerra Republicana de Catalunya                 ;42;6,28;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;71;Horta de Sant Joan;;;Eb-CenB;Escons en blanc-Ciudadanos en Blanco;14;2,09;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;71;Horta de Sant Joan;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;12;1,79;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;71;Horta de Sant Joan;;;PxC        ;Plataforma per Catalunya                          ;10;1,49;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;71;Horta de Sant Joan;;;RI.cat;Reagrupament Independentista;9;1,35;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;71;Horta de Sant Joan;;;SI;Solidaritat Catalana per la Independència;8;1,20;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;71;Horta de Sant Joan;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;6;0,90;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;71;Horta de Sant Joan;;;CORI;Coordinadora Reusenca Independent;4;0,60;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;71;Horta de Sant Joan;;;EV-GVE      ;Els Verds - Grup Verd Europeu                     ;3;0,45;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;71;Horta de Sant Joan;;;ALS;Alternativa Liberal Social;2;0,30;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;71;Horta de Sant Joan;;;PACMA;Partit Antitaurí Contra el Maltractament Animal;2;0,30;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;71;Horta de Sant Joan;;;SAIn       ;Solidaridad y Autogestión Internacionalista       ;2;0,30;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;71;Horta de Sant Joan;;;GLBTH/TSI;P.Gay, Lésbico, Bisexual, Transexual i Heterosexual;1;0,15;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;71;Horta de Sant Joan;;;PRE-IR;Partit Republicà d'Esquerra-Izquierda Republicana;1;0,15;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;71;Horta de Sant Joan;;;CDS;Centro Democràtico y Social;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;71;Horta de Sant Joan;;;DW;DemocraticaWeb;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;71;Horta de Sant Joan;;;DES DE BAIX;Des de Baix;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;71;Horta de Sant Joan;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;71;Horta de Sant Joan;;;MSR        ;Movimiento Social Republicano                     ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;71;Horta de Sant Joan;;;PDLPEA     ;Partido de los Pensionistas en Acción             ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;71;Horta de Sant Joan;;;POSI       ;Partit Obrer Socialista Internacionalista         ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;71;Horta de Sant Joan;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;71;Horta de Sant Joan;;;PFiV       ;Partit Família i Vida                             ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;71;Horta de Sant Joan;;;PIRATA.CAT;Pirates de Catalunya;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;71;Horta de Sant Joan;;;PUM+J      ;Por un Mundo Más Justo                            ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;71;Horta de Sant Joan;;;UPyD;Unión, Progreso y Democracia;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;37;Terra Alta;71;Horta de Sant Joan;;;U.C.E.     ;Unificació Comunista d'Espanya                    ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;72;Lloar, el;;;CiU        ;Convergència i Unió                               ;39;54,17;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;72;Lloar, el;;;PP         ;Partit Popular                                    ;10;13,89;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;72;Lloar, el;;;ERC        ;Esquerra Republicana de Catalunya                 ;8;11,11;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;72;Lloar, el;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;7;9,72;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;72;Lloar, el;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;4;5,56;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;72;Lloar, el;;;SI;Solidaritat Catalana per la Independència;3;4,17;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;72;Lloar, el;;;CORI;Coordinadora Reusenca Independent;1;1,39;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;72;Lloar, el;;;ALS;Alternativa Liberal Social;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;72;Lloar, el;;;CDS;Centro Democràtico y Social;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;72;Lloar, el;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;72;Lloar, el;;;DW;DemocraticaWeb;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;72;Lloar, el;;;DES DE BAIX;Des de Baix;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;72;Lloar, el;;;EV-GVE      ;Els Verds - Grup Verd Europeu                     ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;72;Lloar, el;;;Eb-CenB;Escons en blanc-Ciudadanos en Blanco;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;72;Lloar, el;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;72;Lloar, el;;;MSR        ;Movimiento Social Republicano                     ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;72;Lloar, el;;;PACMA;Partit Antitaurí Contra el Maltractament Animal;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;72;Lloar, el;;;PDLPEA     ;Partido de los Pensionistas en Acción             ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;72;Lloar, el;;;GLBTH/TSI;P.Gay, Lésbico, Bisexual, Transexual i Heterosexual;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;72;Lloar, el;;;POSI       ;Partit Obrer Socialista Internacionalista         ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;72;Lloar, el;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;72;Lloar, el;;;PFiV       ;Partit Família i Vida                             ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;72;Lloar, el;;;PRE-IR;Partit Republicà d'Esquerra-Izquierda Republicana;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;72;Lloar, el;;;PIRATA.CAT;Pirates de Catalunya;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;72;Lloar, el;;;PxC        ;Plataforma per Catalunya                          ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;72;Lloar, el;;;PUM+J      ;Por un Mundo Más Justo                            ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;72;Lloar, el;;;RI.cat;Reagrupament Independentista;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;72;Lloar, el;;;SAIn       ;Solidaridad y Autogestión Internacionalista       ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;72;Lloar, el;;;UPyD;Unión, Progreso y Democracia;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;29;Priorat;72;Lloar, el;;;U.C.E.     ;Unificació Comunista d'Espanya                    ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;16;Conca de Barberà;73;Llorac;;;CiU        ;Convergència i Unió                               ;32;55,17;0
A;2010;MU;Catalunya;43;Tarragona;16;Conca de Barberà;73;Llorac;;;ERC        ;Esquerra Republicana de Catalunya                 ;7;12,07;0
A;2010;MU;Catalunya;43;Tarragona;16;Conca de Barberà;73;Llorac;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;7;12,07;0
A;2010;MU;Catalunya;43;Tarragona;16;Conca de Barberà;73;Llorac;;;SI;Solidaritat Catalana per la Independència;3;5,17;0
A;2010;MU;Catalunya;43;Tarragona;16;Conca de Barberà;73;Llorac;;;PACMA;Partit Antitaurí Contra el Maltractament Animal;2;3,45;0
A;2010;MU;Catalunya;43;Tarragona;16;Conca de Barberà;73;Llorac;;;RI.cat;Reagrupament Independentista;2;3,45;0
A;2010;MU;Catalunya;43;Tarragona;16;Conca de Barberà;73;Llorac;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;1;1,72;0
A;2010;MU;Catalunya;43;Tarragona;16;Conca de Barberà;73;Llorac;;;CORI;Coordinadora Reusenca Independent;1;1,72;0
A;2010;MU;Catalunya;43;Tarragona;16;Conca de Barberà;73;Llorac;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;1;1,72;0
A;2010;MU;Catalunya;43;Tarragona;16;Conca de Barberà;73;Llorac;;;PDLPEA     ;Partido de los Pensionistas en Acción             ;1;1,72;0
A;2010;MU;Catalunya;43;Tarragona;16;Conca de Barberà;73;Llorac;;;PP         ;Partit Popular                                    ;1;1,72;0
A;2010;MU;Catalunya;43;Tarragona;16;Conca de Barberà;73;Llorac;;;ALS;Alternativa Liberal Social;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;16;Conca de Barberà;73;Llorac;;;CDS;Centro Democràtico y Social;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;16;Conca de Barberà;73;Llorac;;;DW;DemocraticaWeb;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;16;Conca de Barberà;73;Llorac;;;DES DE BAIX;Des de Baix;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;16;Conca de Barberà;73;Llorac;;;EV-GVE      ;Els Verds - Grup Verd Europeu                     ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;16;Conca de Barberà;73;Llorac;;;Eb-CenB;Escons en blanc-Ciudadanos en Blanco;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;16;Conca de Barberà;73;Llorac;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;16;Conca de Barberà;73;Llorac;;;MSR        ;Movimiento Social Republicano                     ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;16;Conca de Barberà;73;Llorac;;;GLBTH/TSI;P.Gay, Lésbico, Bisexual, Transexual i Heterosexual;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;16;Conca de Barberà;73;Llorac;;;POSI       ;Partit Obrer Socialista Internacionalista         ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;16;Conca de Barberà;73;Llorac;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;16;Conca de Barberà;73;Llorac;;;PFiV       ;Partit Família i Vida                             ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;16;Conca de Barberà;73;Llorac;;;PRE-IR;Partit Republicà d'Esquerra-Izquierda Republicana;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;16;Conca de Barberà;73;Llorac;;;PIRATA.CAT;Pirates de Catalunya;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;16;Conca de Barberà;73;Llorac;;;PxC        ;Plataforma per Catalunya                          ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;16;Conca de Barberà;73;Llorac;;;PUM+J      ;Por un Mundo Más Justo                            ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;16;Conca de Barberà;73;Llorac;;;SAIn       ;Solidaridad y Autogestión Internacionalista       ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;16;Conca de Barberà;73;Llorac;;;UPyD;Unión, Progreso y Democracia;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;16;Conca de Barberà;73;Llorac;;;U.C.E.     ;Unificació Comunista d'Espanya                    ;0;0,00;0
A;2010;MU;Catalunya;43;Tarragona;12;Baix Penedès;74;Llorenç del Penedès;;;CiU        ;Convergència i Unió                               ;483;46,26;0
A;2010;MU;Catalunya;43;Tarragona;12;Baix Penedès;74;Llorenç del Penedès;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;136;13,03;0
A;2010;MU;Catalunya;43;Tarragona;12;Baix Penedès;74;Llorenç del Penedès;;;SI;Solidaritat Catalana per la Independència;75;7,18;0
A;2010;MU;Catalunya;43;Tarragona;12;Baix Penedès;74;Llorenç del Penedès;;;ERC        ;Esquerra Republicana de Catalunya                 ;71;6,80;0
A;2010;MU;Catalunya;43;Tarragona;12;Baix Penedès;74;Llorenç del Penedès;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;71;6,80;0
A;2010;MU;Catalunya;43;Tarragona;12;Baix Penedès;74;Llorenç del Penedès;;;PP         ;Partit Popular                                    ;48;4,60;0
A;2010;MU;Catalunya;43;Tarragona;12;Baix Penedès;74;Llorenç del Penedès;;;PDLPEA     ;Partido de los Pensionistas en Acción             ;26;2,49;0
