ELECCIO;ANY;NIVELL;AUTONOMIA;CODI PROVÍNCIA;PROVÍNCIA;CODI COMARCA;COMARCA;CODI MUNICIPI;MUNICIPI;CODI DISTRICTE;DISTRICTE;SIGLES;PARTIT;VOTS PARTITS;% VOTS / VÀLIDS;ESCONS
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;226;Vilamalla                               ;;;PE         ;Partit Espinaltià                                 ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;226;Vilamalla                               ;;;TPR        ;Trabajadores Públicos Rebotados                   ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;226;Vilamalla                               ;;;CAM        ;Catalans al Món                                   ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;226;Vilamalla                               ;;;PLN        ;Partit de la Llei Natural                         ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;226;Vilamalla                               ;;;LI (LIT-CI);Lluita Internacionalista                          ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;226;Vilamalla                               ;;;E.CAT      ;Estat Català                                      ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;226;Vilamalla                               ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;227;Vilamaniscle                            ;;;CiU        ;Convergència i Unió                               ;39;58,21;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;227;Vilamaniscle                            ;;;PSC-CC-IC-V;PSC-Ciutadans pel Canvi-IC-Verds                  ;14;20,90;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;227;Vilamaniscle                            ;;;ERC        ;Esquerra Republicana de Catalunya                 ;10;14,93;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;227;Vilamaniscle                            ;;;PP         ;Partit Popular                                    ;4;5,97;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;227;Vilamaniscle                            ;;;EV-AV      ;Els Verds-Alternativa Verda                       ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;227;Vilamaniscle                            ;;;LI (LIT-CI);Lluita Internacionalista                          ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;227;Vilamaniscle                            ;;;TPR        ;Trabajadores Públicos Rebotados                   ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;227;Vilamaniscle                            ;;;CAM        ;Catalans al Món                                   ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;227;Vilamaniscle                            ;;;PLN        ;Partit de la Llei Natural                         ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;227;Vilamaniscle                            ;;;PE         ;Partit Espinaltià                                 ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;227;Vilamaniscle                            ;;;EUiA       ;Esquerra Unida i Alternativa                      ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;227;Vilamaniscle                            ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;227;Vilamaniscle                            ;;;E.CAT      ;Estat Català                                      ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;227;Vilamaniscle                            ;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;228;Vilanant                                ;;;CiU        ;Convergència i Unió                               ;73;51,77;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;228;Vilanant                                ;;;PSC-CC-IC-V;PSC-Ciutadans pel Canvi-IC-Verds                  ;32;22,70;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;228;Vilanant                                ;;;ERC        ;Esquerra Republicana de Catalunya                 ;24;17,02;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;228;Vilanant                                ;;;PP         ;Partit Popular                                    ;8;5,67;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;228;Vilanant                                ;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;1;0,71;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;228;Vilanant                                ;;;CAM        ;Catalans al Món                                   ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;228;Vilanant                                ;;;PLN        ;Partit de la Llei Natural                         ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;228;Vilanant                                ;;;TPR        ;Trabajadores Públicos Rebotados                   ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;228;Vilanant                                ;;;E.CAT      ;Estat Català                                      ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;228;Vilanant                                ;;;EUiA       ;Esquerra Unida i Alternativa                      ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;228;Vilanant                                ;;;PE         ;Partit Espinaltià                                 ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;228;Vilanant                                ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;228;Vilanant                                ;;;LI (LIT-CI);Lluita Internacionalista                          ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;228;Vilanant                                ;;;EV-AV      ;Els Verds-Alternativa Verda                       ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;230;Vila-sacra                              ;;;CiU        ;Convergència i Unió                               ;121;50,63;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;230;Vila-sacra                              ;;;PSC-CC-IC-V;PSC-Ciutadans pel Canvi-IC-Verds                  ;47;19,67;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;230;Vila-sacra                              ;;;ERC        ;Esquerra Republicana de Catalunya                 ;47;19,67;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;230;Vila-sacra                              ;;;PP         ;Partit Popular                                    ;18;7,53;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;230;Vila-sacra                              ;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;2;0,84;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;230;Vila-sacra                              ;;;EV-AV      ;Els Verds-Alternativa Verda                       ;2;0,84;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;230;Vila-sacra                              ;;;EUiA       ;Esquerra Unida i Alternativa                      ;1;0,42;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;230;Vila-sacra                              ;;;CAM        ;Catalans al Món                                   ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;230;Vila-sacra                              ;;;TPR        ;Trabajadores Públicos Rebotados                   ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;230;Vila-sacra                              ;;;LI (LIT-CI);Lluita Internacionalista                          ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;230;Vila-sacra                              ;;;E.CAT      ;Estat Català                                      ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;230;Vila-sacra                              ;;;PLN        ;Partit de la Llei Natural                         ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;230;Vila-sacra                              ;;;PE         ;Partit Espinaltià                                 ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;230;Vila-sacra                              ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;10;Baix Empordà                  ;232;Vilopriu                                ;;;CiU        ;Convergència i Unió                               ;47;48,45;0
A;1999;MU;Catalunya                ;17;Girona;10;Baix Empordà                  ;232;Vilopriu                                ;;;PSC-CC-IC-V;PSC-Ciutadans pel Canvi-IC-Verds                  ;23;23,71;0
A;1999;MU;Catalunya                ;17;Girona;10;Baix Empordà                  ;232;Vilopriu                                ;;;ERC        ;Esquerra Republicana de Catalunya                 ;20;20,62;0
A;1999;MU;Catalunya                ;17;Girona;10;Baix Empordà                  ;232;Vilopriu                                ;;;PP         ;Partit Popular                                    ;6;6,19;0
A;1999;MU;Catalunya                ;17;Girona;10;Baix Empordà                  ;232;Vilopriu                                ;;;EV-AV      ;Els Verds-Alternativa Verda                       ;1;1,03;0
A;1999;MU;Catalunya                ;17;Girona;10;Baix Empordà                  ;232;Vilopriu                                ;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;10;Baix Empordà                  ;232;Vilopriu                                ;;;EUiA       ;Esquerra Unida i Alternativa                      ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;10;Baix Empordà                  ;232;Vilopriu                                ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;10;Baix Empordà                  ;232;Vilopriu                                ;;;E.CAT      ;Estat Català                                      ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;10;Baix Empordà                  ;232;Vilopriu                                ;;;LI (LIT-CI);Lluita Internacionalista                          ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;10;Baix Empordà                  ;232;Vilopriu                                ;;;TPR        ;Trabajadores Públicos Rebotados                   ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;10;Baix Empordà                  ;232;Vilopriu                                ;;;CAM        ;Catalans al Món                                   ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;10;Baix Empordà                  ;232;Vilopriu                                ;;;PLN        ;Partit de la Llei Natural                         ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;10;Baix Empordà                  ;232;Vilopriu                                ;;;PE         ;Partit Espinaltià                                 ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;34;Selva                         ;233;Vilobí d'Onyar                          ;;;CiU        ;Convergència i Unió                               ;728;60,77;0
A;1999;MU;Catalunya                ;17;Girona;34;Selva                         ;233;Vilobí d'Onyar                          ;;;PSC-CC-IC-V;PSC-Ciutadans pel Canvi-IC-Verds                  ;217;18,11;0
A;1999;MU;Catalunya                ;17;Girona;34;Selva                         ;233;Vilobí d'Onyar                          ;;;ERC        ;Esquerra Republicana de Catalunya                 ;198;16,53;0
A;1999;MU;Catalunya                ;17;Girona;34;Selva                         ;233;Vilobí d'Onyar                          ;;;PP         ;Partit Popular                                    ;22;1,84;0
A;1999;MU;Catalunya                ;17;Girona;34;Selva                         ;233;Vilobí d'Onyar                          ;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;10;0,83;0
A;1999;MU;Catalunya                ;17;Girona;34;Selva                         ;233;Vilobí d'Onyar                          ;;;EUiA       ;Esquerra Unida i Alternativa                      ;5;0,42;0
A;1999;MU;Catalunya                ;17;Girona;34;Selva                         ;233;Vilobí d'Onyar                          ;;;EV-AV      ;Els Verds-Alternativa Verda                       ;4;0,33;0
A;1999;MU;Catalunya                ;17;Girona;34;Selva                         ;233;Vilobí d'Onyar                          ;;;E.CAT      ;Estat Català                                      ;3;0,25;0
A;1999;MU;Catalunya                ;17;Girona;34;Selva                         ;233;Vilobí d'Onyar                          ;;;PH         ;Partit Humanista de Catalunya                     ;2;0,17;0
A;1999;MU;Catalunya                ;17;Girona;34;Selva                         ;233;Vilobí d'Onyar                          ;;;TPR        ;Trabajadores Públicos Rebotados                   ;1;0,08;0
A;1999;MU;Catalunya                ;17;Girona;34;Selva                         ;233;Vilobí d'Onyar                          ;;;LI (LIT-CI);Lluita Internacionalista                          ;1;0,08;0
A;1999;MU;Catalunya                ;17;Girona;34;Selva                         ;233;Vilobí d'Onyar                          ;;;PE         ;Partit Espinaltià                                 ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;34;Selva                         ;233;Vilobí d'Onyar                          ;;;CAM        ;Catalans al Món                                   ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;34;Selva                         ;233;Vilobí d'Onyar                          ;;;PLN        ;Partit de la Llei Natural                         ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;234;Biure                                   ;;;CiU        ;Convergència i Unió                               ;75;60,48;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;234;Biure                                   ;;;PSC-CC-IC-V;PSC-Ciutadans pel Canvi-IC-Verds                  ;30;24,19;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;234;Biure                                   ;;;ERC        ;Esquerra Republicana de Catalunya                 ;10;8,06;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;234;Biure                                   ;;;PP         ;Partit Popular                                    ;4;3,23;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;234;Biure                                   ;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;2;1,61;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;234;Biure                                   ;;;EUiA       ;Esquerra Unida i Alternativa                      ;2;1,61;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;234;Biure                                   ;;;EV-AV      ;Els Verds-Alternativa Verda                       ;1;0,81;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;234;Biure                                   ;;;PLN        ;Partit de la Llei Natural                         ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;234;Biure                                   ;;;PE         ;Partit Espinaltià                                 ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;234;Biure                                   ;;;E.CAT      ;Estat Català                                      ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;234;Biure                                   ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;234;Biure                                   ;;;LI (LIT-CI);Lluita Internacionalista                          ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;234;Biure                                   ;;;CAM        ;Catalans al Món                                   ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;2;Alt Empordà                   ;234;Biure                                   ;;;TPR        ;Trabajadores Públicos Rebotados                   ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;10;Baix Empordà                  ;901;Cruïlles, Monells i S.Sadurní de l'Heura;;;CiU        ;Convergència i Unió                               ;315;53,12;0
A;1999;MU;Catalunya                ;17;Girona;10;Baix Empordà                  ;901;Cruïlles, Monells i S.Sadurní de l'Heura;;;PSC-CC-IC-V;PSC-Ciutadans pel Canvi-IC-Verds                  ;126;21,25;0
A;1999;MU;Catalunya                ;17;Girona;10;Baix Empordà                  ;901;Cruïlles, Monells i S.Sadurní de l'Heura;;;ERC        ;Esquerra Republicana de Catalunya                 ;95;16,02;0
A;1999;MU;Catalunya                ;17;Girona;10;Baix Empordà                  ;901;Cruïlles, Monells i S.Sadurní de l'Heura;;;PP         ;Partit Popular                                    ;32;5,40;0
A;1999;MU;Catalunya                ;17;Girona;10;Baix Empordà                  ;901;Cruïlles, Monells i S.Sadurní de l'Heura;;;EUiA       ;Esquerra Unida i Alternativa                      ;5;0,84;0
A;1999;MU;Catalunya                ;17;Girona;10;Baix Empordà                  ;901;Cruïlles, Monells i S.Sadurní de l'Heura;;;EV-AV      ;Els Verds-Alternativa Verda                       ;5;0,84;0
A;1999;MU;Catalunya                ;17;Girona;10;Baix Empordà                  ;901;Cruïlles, Monells i S.Sadurní de l'Heura;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;3;0,51;0
A;1999;MU;Catalunya                ;17;Girona;10;Baix Empordà                  ;901;Cruïlles, Monells i S.Sadurní de l'Heura;;;TPR        ;Trabajadores Públicos Rebotados                   ;2;0,34;0
A;1999;MU;Catalunya                ;17;Girona;10;Baix Empordà                  ;901;Cruïlles, Monells i S.Sadurní de l'Heura;;;LI (LIT-CI);Lluita Internacionalista                          ;1;0,17;0
A;1999;MU;Catalunya                ;17;Girona;10;Baix Empordà                  ;901;Cruïlles, Monells i S.Sadurní de l'Heura;;;E.CAT      ;Estat Català                                      ;1;0,17;0
A;1999;MU;Catalunya                ;17;Girona;10;Baix Empordà                  ;901;Cruïlles, Monells i S.Sadurní de l'Heura;;;PLN        ;Partit de la Llei Natural                         ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;10;Baix Empordà                  ;901;Cruïlles, Monells i S.Sadurní de l'Heura;;;CAM        ;Catalans al Món                                   ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;10;Baix Empordà                  ;901;Cruïlles, Monells i S.Sadurní de l'Heura;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;10;Baix Empordà                  ;901;Cruïlles, Monells i S.Sadurní de l'Heura;;;PE         ;Partit Espinaltià                                 ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;10;Baix Empordà                  ;902;Forallac                                ;;;CiU        ;Convergència i Unió                               ;562;57,17;0
A;1999;MU;Catalunya                ;17;Girona;10;Baix Empordà                  ;902;Forallac                                ;;;PSC-CC-IC-V;PSC-Ciutadans pel Canvi-IC-Verds                  ;239;24,31;0
A;1999;MU;Catalunya                ;17;Girona;10;Baix Empordà                  ;902;Forallac                                ;;;ERC        ;Esquerra Republicana de Catalunya                 ;98;9,97;0
A;1999;MU;Catalunya                ;17;Girona;10;Baix Empordà                  ;902;Forallac                                ;;;PP         ;Partit Popular                                    ;33;3,36;0
A;1999;MU;Catalunya                ;17;Girona;10;Baix Empordà                  ;902;Forallac                                ;;;EUiA       ;Esquerra Unida i Alternativa                      ;28;2,85;0
A;1999;MU;Catalunya                ;17;Girona;10;Baix Empordà                  ;902;Forallac                                ;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;11;1,12;0
A;1999;MU;Catalunya                ;17;Girona;10;Baix Empordà                  ;902;Forallac                                ;;;EV-AV      ;Els Verds-Alternativa Verda                       ;2;0,20;0
A;1999;MU;Catalunya                ;17;Girona;10;Baix Empordà                  ;902;Forallac                                ;;;E.CAT      ;Estat Català                                      ;1;0,10;0
A;1999;MU;Catalunya                ;17;Girona;10;Baix Empordà                  ;902;Forallac                                ;;;LI (LIT-CI);Lluita Internacionalista                          ;1;0,10;0
A;1999;MU;Catalunya                ;17;Girona;10;Baix Empordà                  ;902;Forallac                                ;;;PLN        ;Partit de la Llei Natural                         ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;10;Baix Empordà                  ;902;Forallac                                ;;;CAM        ;Catalans al Món                                   ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;10;Baix Empordà                  ;902;Forallac                                ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;10;Baix Empordà                  ;902;Forallac                                ;;;PE         ;Partit Espinaltià                                 ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;10;Baix Empordà                  ;902;Forallac                                ;;;TPR        ;Trabajadores Públicos Rebotados                   ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;34;Selva                         ;903;Sant Julià del Llor i Bonmatí           ;;;CiU        ;Convergència i Unió                               ;327;59,67;0
A;1999;MU;Catalunya                ;17;Girona;34;Selva                         ;903;Sant Julià del Llor i Bonmatí           ;;;PSC-CC-IC-V;PSC-Ciutadans pel Canvi-IC-Verds                  ;97;17,70;0
A;1999;MU;Catalunya                ;17;Girona;34;Selva                         ;903;Sant Julià del Llor i Bonmatí           ;;;ERC        ;Esquerra Republicana de Catalunya                 ;97;17,70;0
A;1999;MU;Catalunya                ;17;Girona;34;Selva                         ;903;Sant Julià del Llor i Bonmatí           ;;;PP         ;Partit Popular                                    ;10;1,82;0
A;1999;MU;Catalunya                ;17;Girona;34;Selva                         ;903;Sant Julià del Llor i Bonmatí           ;;;EV-AV      ;Els Verds-Alternativa Verda                       ;7;1,28;0
A;1999;MU;Catalunya                ;17;Girona;34;Selva                         ;903;Sant Julià del Llor i Bonmatí           ;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;4;0,73;0
A;1999;MU;Catalunya                ;17;Girona;34;Selva                         ;903;Sant Julià del Llor i Bonmatí           ;;;EUiA       ;Esquerra Unida i Alternativa                      ;2;0,36;0
A;1999;MU;Catalunya                ;17;Girona;34;Selva                         ;903;Sant Julià del Llor i Bonmatí           ;;;CAM        ;Catalans al Món                                   ;1;0,18;0
A;1999;MU;Catalunya                ;17;Girona;34;Selva                         ;903;Sant Julià del Llor i Bonmatí           ;;;PH         ;Partit Humanista de Catalunya                     ;1;0,18;0
A;1999;MU;Catalunya                ;17;Girona;34;Selva                         ;903;Sant Julià del Llor i Bonmatí           ;;;TPR        ;Trabajadores Públicos Rebotados                   ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;34;Selva                         ;903;Sant Julià del Llor i Bonmatí           ;;;E.CAT      ;Estat Català                                      ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;34;Selva                         ;903;Sant Julià del Llor i Bonmatí           ;;;PLN        ;Partit de la Llei Natural                         ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;34;Selva                         ;903;Sant Julià del Llor i Bonmatí           ;;;LI (LIT-CI);Lluita Internacionalista                          ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;34;Selva                         ;903;Sant Julià del Llor i Bonmatí           ;;;PE         ;Partit Espinaltià                                 ;0;0,00;0
A;1999;MU;Catalunya                ;17;Girona;98;Residents Absents             ;998;Residents Absents                       ;;;CiU        ;Convergència i Unió                               ;464;36,71;0
A;1999;MU;Catalunya                ;17;Girona;98;Residents Absents             ;998;Residents Absents                       ;;;PSC-CC-IC-V;PSC-Ciutadans pel Canvi-IC-Verds                  ;440;34,81;0
A;1999;MU;Catalunya                ;17;Girona;98;Residents Absents             ;998;Residents Absents                       ;;;PP         ;Partit Popular                                    ;148;11,71;0
A;1999;MU;Catalunya                ;17;Girona;98;Residents Absents             ;998;Residents Absents                       ;;;ERC        ;Esquerra Republicana de Catalunya                 ;106;8,39;0
A;1999;MU;Catalunya                ;17;Girona;98;Residents Absents             ;998;Residents Absents                       ;;;EV-AV      ;Els Verds-Alternativa Verda                       ;25;1,98;0
A;1999;MU;Catalunya                ;17;Girona;98;Residents Absents             ;998;Residents Absents                       ;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;23;1,82;0
A;1999;MU;Catalunya                ;17;Girona;98;Residents Absents             ;998;Residents Absents                       ;;;EUiA       ;Esquerra Unida i Alternativa                      ;22;1,74;0
A;1999;MU;Catalunya                ;17;Girona;98;Residents Absents             ;998;Residents Absents                       ;;;CAM        ;Catalans al Món                                   ;10;0,79;0
A;1999;MU;Catalunya                ;17;Girona;98;Residents Absents             ;998;Residents Absents                       ;;;E.CAT      ;Estat Català                                      ;9;0,71;0
A;1999;MU;Catalunya                ;17;Girona;98;Residents Absents             ;998;Residents Absents                       ;;;TPR        ;Trabajadores Públicos Rebotados                   ;5;0,40;0
A;1999;MU;Catalunya                ;17;Girona;98;Residents Absents             ;998;Residents Absents                       ;;;PH         ;Partit Humanista de Catalunya                     ;4;0,32;0
A;1999;MU;Catalunya                ;17;Girona;98;Residents Absents             ;998;Residents Absents                       ;;;PLN        ;Partit de la Llei Natural                         ;3;0,24;0
A;1999;MU;Catalunya                ;17;Girona;98;Residents Absents             ;998;Residents Absents                       ;;;LI (LIT-CI);Lluita Internacionalista                          ;2;0,16;0
A;1999;MU;Catalunya                ;17;Girona;98;Residents Absents             ;998;Residents Absents                       ;;;PE         ;Partit Espinaltià                                 ;0;0,00;0
A;1999;MU;Catalunya                ;25;Lleida;25;Pallars Jussà                 ;1;Abella de la Conca                      ;;;CiU        ;Convergència i Unió                               ;56;67,47;0
A;1999;MU;Catalunya                ;25;Lleida;25;Pallars Jussà                 ;1;Abella de la Conca                      ;;;PSC-CC-IC-V;PSC-Ciutadans pel Canvi-IC-Verds                  ;12;14,46;0
A;1999;MU;Catalunya                ;25;Lleida;25;Pallars Jussà                 ;1;Abella de la Conca                      ;;;ERC        ;Esquerra Republicana de Catalunya                 ;6;7,23;0
A;1999;MU;Catalunya                ;25;Lleida;25;Pallars Jussà                 ;1;Abella de la Conca                      ;;;PP         ;Partit Popular                                    ;6;7,23;0
A;1999;MU;Catalunya                ;25;Lleida;25;Pallars Jussà                 ;1;Abella de la Conca                      ;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;2;2,41;0
A;1999;MU;Catalunya                ;25;Lleida;25;Pallars Jussà                 ;1;Abella de la Conca                      ;;;EUiA       ;Esquerra Unida i Alternativa                      ;1;1,20;0
A;1999;MU;Catalunya                ;25;Lleida;25;Pallars Jussà                 ;1;Abella de la Conca                      ;;;EV-AV      ;Els Verds-Alternativa Verda                       ;0;0,00;0
A;1999;MU;Catalunya                ;25;Lleida;25;Pallars Jussà                 ;1;Abella de la Conca                      ;;;LI (LIT-CI);Lluita Internacionalista                          ;0;0,00;0
A;1999;MU;Catalunya                ;25;Lleida;25;Pallars Jussà                 ;1;Abella de la Conca                      ;;;TPR        ;Trabajadores Públicos Rebotados                   ;0;0,00;0
A;1999;MU;Catalunya                ;25;Lleida;25;Pallars Jussà                 ;1;Abella de la Conca                      ;;;E.CAT      ;Estat Català                                      ;0;0,00;0
A;1999;MU;Catalunya                ;25;Lleida;25;Pallars Jussà                 ;1;Abella de la Conca                      ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0
A;1999;MU;Catalunya                ;25;Lleida;23;Noguera                       ;2;Àger                                    ;;;CiU        ;Convergència i Unió                               ;177;53,15;0
A;1999;MU;Catalunya                ;25;Lleida;23;Noguera                       ;2;Àger                                    ;;;PSC-CC-IC-V;PSC-Ciutadans pel Canvi-IC-Verds                  ;72;21,62;0
A;1999;MU;Catalunya                ;25;Lleida;23;Noguera                       ;2;Àger                                    ;;;ERC        ;Esquerra Republicana de Catalunya                 ;46;13,81;0
A;1999;MU;Catalunya                ;25;Lleida;23;Noguera                       ;2;Àger                                    ;;;PP         ;Partit Popular                                    ;32;9,61;0
A;1999;MU;Catalunya                ;25;Lleida;23;Noguera                       ;2;Àger                                    ;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;2;0,60;0
A;1999;MU;Catalunya                ;25;Lleida;23;Noguera                       ;2;Àger                                    ;;;EUiA       ;Esquerra Unida i Alternativa                      ;1;0,30;0
A;1999;MU;Catalunya                ;25;Lleida;23;Noguera                       ;2;Àger                                    ;;;EV-AV      ;Els Verds-Alternativa Verda                       ;1;0,30;0
A;1999;MU;Catalunya                ;25;Lleida;23;Noguera                       ;2;Àger                                    ;;;LI (LIT-CI);Lluita Internacionalista                          ;0;0,00;0
A;1999;MU;Catalunya                ;25;Lleida;23;Noguera                       ;2;Àger                                    ;;;TPR        ;Trabajadores Públicos Rebotados                   ;0;0,00;0
A;1999;MU;Catalunya                ;25;Lleida;23;Noguera                       ;2;Àger                                    ;;;E.CAT      ;Estat Català                                      ;0;0,00;0
