ELECCIO;ANY;NIVELL;AUTONOMIA;CODI PROVÍNCIA;PROVÍNCIA;CODI COMARCA;COMARCA;CODI MUNICIPI;MUNICIPI;CODI DISTRICTE;DISTRICTE;SIGLES;PARTIT;VOTS PARTITS;% VOTS / VÀLIDS;ESCONS
A;1999;MU;Catalunya                ;43;Tarragona;37;Terra Alta                    ;117;Prat de Comte                           ;;;P.DE.P     ;Partido Democrático del Pueblo                    ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;37;Terra Alta                    ;117;Prat de Comte                           ;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;37;Terra Alta                    ;117;Prat de Comte                           ;;;PLN        ;Partit de la Llei Natural                         ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;37;Terra Alta                    ;117;Prat de Comte                           ;;;ERC        ;Esquerra Republicana de Catalunya                 ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;37;Terra Alta                    ;117;Prat de Comte                           ;;;TPR        ;Trabajadores Públicos Rebotados                   ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;37;Terra Alta                    ;117;Prat de Comte                           ;;;UNIC-FIC   ;Unió d'Independents Conca de Barberà-FIC          ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;8;Baix Camp                     ;118;Pratdip                                 ;;;CiU        ;Convergència i Unió                               ;132;43,00;0
A;1999;MU;Catalunya                ;43;Tarragona;8;Baix Camp                     ;118;Pratdip                                 ;;;PSC-CC-IC-V;PSC-Ciutadans pel Canvi-IC-Verds                  ;117;38,11;0
A;1999;MU;Catalunya                ;43;Tarragona;8;Baix Camp                     ;118;Pratdip                                 ;;;ERC        ;Esquerra Republicana de Catalunya                 ;44;14,33;0
A;1999;MU;Catalunya                ;43;Tarragona;8;Baix Camp                     ;118;Pratdip                                 ;;;PP         ;Partit Popular                                    ;12;3,91;0
A;1999;MU;Catalunya                ;43;Tarragona;8;Baix Camp                     ;118;Pratdip                                 ;;;EV-AV      ;Els Verds-Alternativa Verda                       ;1;0,33;0
A;1999;MU;Catalunya                ;43;Tarragona;8;Baix Camp                     ;118;Pratdip                                 ;;;PE         ;Partit Espinaltià                                 ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;8;Baix Camp                     ;118;Pratdip                                 ;;;EUiA       ;Esquerra Unida i Alternativa                      ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;8;Baix Camp                     ;118;Pratdip                                 ;;;UNIC-FIC   ;Unió d'Independents Conca de Barberà-FIC          ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;8;Baix Camp                     ;118;Pratdip                                 ;;;E.CAT      ;Estat Català                                      ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;8;Baix Camp                     ;118;Pratdip                                 ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;8;Baix Camp                     ;118;Pratdip                                 ;;;P.DE.P     ;Partido Democrático del Pueblo                    ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;8;Baix Camp                     ;118;Pratdip                                 ;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;8;Baix Camp                     ;118;Pratdip                                 ;;;PLN        ;Partit de la Llei Natural                         ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;8;Baix Camp                     ;118;Pratdip                                 ;;;TPR        ;Trabajadores Públicos Rebotados                   ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;119;Puigpelat                               ;;;CiU        ;Convergència i Unió                               ;105;48,61;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;119;Puigpelat                               ;;;PSC-CC-IC-V;PSC-Ciutadans pel Canvi-IC-Verds                  ;61;28,24;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;119;Puigpelat                               ;;;ERC        ;Esquerra Republicana de Catalunya                 ;28;12,96;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;119;Puigpelat                               ;;;PP         ;Partit Popular                                    ;17;7,87;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;119;Puigpelat                               ;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;3;1,39;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;119;Puigpelat                               ;;;PE         ;Partit Espinaltià                                 ;1;0,46;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;119;Puigpelat                               ;;;UNIC-FIC   ;Unió d'Independents Conca de Barberà-FIC          ;1;0,46;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;119;Puigpelat                               ;;;TPR        ;Trabajadores Públicos Rebotados                   ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;119;Puigpelat                               ;;;EV-AV      ;Els Verds-Alternativa Verda                       ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;119;Puigpelat                               ;;;EUiA       ;Esquerra Unida i Alternativa                      ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;119;Puigpelat                               ;;;E.CAT      ;Estat Català                                      ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;119;Puigpelat                               ;;;P.DE.P     ;Partido Democrático del Pueblo                    ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;119;Puigpelat                               ;;;PLN        ;Partit de la Llei Natural                         ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;119;Puigpelat                               ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;120;Querol                                  ;;;CiU        ;Convergència i Unió                               ;58;47,54;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;120;Querol                                  ;;;PSC-CC-IC-V;PSC-Ciutadans pel Canvi-IC-Verds                  ;39;31,97;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;120;Querol                                  ;;;PP         ;Partit Popular                                    ;15;12,30;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;120;Querol                                  ;;;ERC        ;Esquerra Republicana de Catalunya                 ;8;6,56;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;120;Querol                                  ;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;1;0,82;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;120;Querol                                  ;;;UNIC-FIC   ;Unió d'Independents Conca de Barberà-FIC          ;1;0,82;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;120;Querol                                  ;;;PLN        ;Partit de la Llei Natural                         ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;120;Querol                                  ;;;TPR        ;Trabajadores Públicos Rebotados                   ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;120;Querol                                  ;;;EV-AV      ;Els Verds-Alternativa Verda                       ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;120;Querol                                  ;;;P.DE.P     ;Partido Democrático del Pueblo                    ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;120;Querol                                  ;;;EUiA       ;Esquerra Unida i Alternativa                      ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;120;Querol                                  ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;120;Querol                                  ;;;E.CAT      ;Estat Català                                      ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;120;Querol                                  ;;;PE         ;Partit Espinaltià                                 ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;30;Ribera d'Ebre                 ;121;Rasquera                                ;;;CiU        ;Convergència i Unió                               ;172;45,03;0
A;1999;MU;Catalunya                ;43;Tarragona;30;Ribera d'Ebre                 ;121;Rasquera                                ;;;PSC-CC-IC-V;PSC-Ciutadans pel Canvi-IC-Verds                  ;117;30,63;0
A;1999;MU;Catalunya                ;43;Tarragona;30;Ribera d'Ebre                 ;121;Rasquera                                ;;;ERC        ;Esquerra Republicana de Catalunya                 ;69;18,06;0
A;1999;MU;Catalunya                ;43;Tarragona;30;Ribera d'Ebre                 ;121;Rasquera                                ;;;PP         ;Partit Popular                                    ;12;3,14;0
A;1999;MU;Catalunya                ;43;Tarragona;30;Ribera d'Ebre                 ;121;Rasquera                                ;;;E.CAT      ;Estat Català                                      ;5;1,31;0
A;1999;MU;Catalunya                ;43;Tarragona;30;Ribera d'Ebre                 ;121;Rasquera                                ;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;3;0,79;0
A;1999;MU;Catalunya                ;43;Tarragona;30;Ribera d'Ebre                 ;121;Rasquera                                ;;;TPR        ;Trabajadores Públicos Rebotados                   ;1;0,26;0
A;1999;MU;Catalunya                ;43;Tarragona;30;Ribera d'Ebre                 ;121;Rasquera                                ;;;PE         ;Partit Espinaltià                                 ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;30;Ribera d'Ebre                 ;121;Rasquera                                ;;;EV-AV      ;Els Verds-Alternativa Verda                       ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;30;Ribera d'Ebre                 ;121;Rasquera                                ;;;UNIC-FIC   ;Unió d'Independents Conca de Barberà-FIC          ;0;0,00;0
